split,id,question,raw_prediction,cleaned_prediction,all_raw_predictions,all_cleaned_predictions,prediction,references,gold_context_retrieved,gold_context_rank,reciprocal_rank,retrieved_contexts,retrieval_scores,retrieval_top_score,retrieval_signal,faithfulness_signal,consistency_signal,retrieval_signal_raw,faithfulness_signal_raw,consistency_signal_raw,combined_confidence,exact_match,token_f1,small_prediction,small_exact_match,small_token_f1,large_raw_prediction,large_prediction,large_exact_match,large_token_f1,delegation_beneficial,delegation_harmful,delegation_em_gain,decision,delegation_policy,delegation_score,escalated,final_prediction,final_exact_match,final_token_f1,escalation_improved,escalation_harmed
calibration,5725187a0ba9f01400d97c57,Where did the degrees of Freemasonry derived from?,from the local fraternities of stonemasons,from the local fraternities of stonemasons,['from the local fraternities of stonemasons'],['from the local fraternities of stonemasons'],from the local fraternities of stonemasons,['the three grades of medieval craft guilds'],True,1.0,1.0,"['Freemasonry consists of fraternal organisations that trace their origins to the local fraternities of stonemasons, which from the end of the fourteenth century regulated the qualifications of stonemasons and their interaction with authorities and clients. The degrees of freemasonry retain the three grades of medieval craft guilds, those of Apprentice, Journeyman or fellow (now called Fellowcraft), and Master Mason. These are the degrees offered by Craft (or Blue Lodge) Freemasonry. Members of these organisations are known as Freemasons or Masons. There are additional degrees, which vary with locality and jurisdiction, and are usually administered by different bodies than the craft degrees.', 'English Freemasonry spread to France in the 1720s, first as lodges of expatriates and exiled Jacobites, and then as distinctively French lodges which still follow the ritual of the Moderns. From France and England, Freemasonry spread to most of Continental Europe during the course of the 18th century. The Grande Loge de France formed under the Grand Mastership of the Duke of Clermont, who exercised only nominal authority. His successor, the Duke of Orléans, reconstituted the central body as the Grand Orient de France in 1773. Briefly eclipsed during the French Revolution, French Freemasonry continued to grow in the next century.', 'The university first offered graduate degrees, in the form of a Master of Arts (MA), in the 1854–1855 academic year. The program expanded to include Master of Laws (LL.M.) and Master of Civil Engineering in its early stages of growth, before a formal graduate school education was developed with a thesis not required to receive the degrees. This changed in 1924 with formal requirements developed for graduate degrees, including offering Doctorate (PhD) degrees. Today each of the five colleges offer graduate education. Most of the departments from the College of Arts and Letters offer PhD programs, while a professional Master of Divinity (M.Div.) program also exists. All of the departments in the College of Science offer PhD programs, except for the Department of Pre-Professional Studies. The School of Architecture offers a Master of Architecture, while each of the departments of the College of Engineering offer PhD programs. The College of Business offers multiple professional programs including MBA and Master of Science in Accountancy programs. It also operates facilities in Chicago and Cincinnati for its executive MBA program. Additionally, the Alliance for Catholic Education program offers a Master of Education program where students study at the university during the summer and teach in Catholic elementary schools, middle schools, and high schools across the Southern United States for two school years.']","[0.6370137333869934, 0.5120272040367126, 0.2987251579761505]",0.6370137333869934,0.8185068666934967,0.7468714714050293,,0.6370137333869934,0.4937429428100586,,0.7791073992848396,0.0,0.1818181818181818,from the local fraternities of stonemasons,0.0,0.1818181818181818,stonemasons,stonemasons,0.0,0.0,False,False,0.0,escalate,ctd_style,0.5013745148601878,True,stonemasons,0.0,0.0,False,False
calibration,56f993459e9bad19000a0afc,What neighbours south Jiangsu to the north?,south,south,['south'],['south'],south,['Zhejiang'],True,1.0,1.0,"['Since ancient times, north Zhejiang and neighbouring south Jiangsu have been famed for their prosperity and opulence[citation needed], and simply inserting north Zhejiang place names (Hangzhou, Jiaxing, etc.) into poetry gave an effect of dreaminess, a practice followed by many noted poets. In particular, the fame of Hangzhou (as well as Suzhou in neighbouring Jiangsu province) has led to the popular saying: ""Above there is heaven; below there is Suzhou and Hangzhou"" (上有天堂，下有苏杭), a saying that continues to be a source of pride for the people of these two still prosperous cities.', ""Surrounded by the Yangtze River and mountains, Nanjing also enjoys beautiful natural scenery. Natural lakes such as Xuanwu Lake and Mochou Lake are located in the centre of the city and are easily accessible to the public, while hills like Purple Mountain are covered with evergreens and oaks and host various historical and cultural sites. Sun Quan relocated his capital to Nanjing after Liu Bei's suggestion as Liu Bei was impressed by Nanjing's impeccable geographic position when negotiating an alliance with Sun Quan. Sun Quan then renamed the city from Moling (秣陵) to Jianye (建鄴) shortly thereafter."", 'The Amoy dialect (Xiamen) is a hybrid of the Quanzhou and Zhangzhou dialects. Taiwanese is also a hybrid of these two dialects. Taiwanese in northern Taiwan tends to be based on the Quanzhou variety, whereas the Taiwanese spoken in southern Taiwan tends to be based on Zhangzhou speech. There are minor variations in pronunciation and vocabulary between Quanzhou and Zhangzhou dialects. The grammar is generally the same. Additionally, extensive contact with the Japanese language has left a legacy of Japanese loanwords in Taiwanese Hokkien. On the other hand, the variants spoken in Singapore and Malaysia have a substantial number of loanwords from Malay and to a lesser extent, from English and other Chinese varieties, such as the closely related Teochew and some Cantonese.']","[0.4799535274505615, 0.4096604585647583, 0.3629443049430847]",0.4799535274505615,0.7399767637252808,0.563540905714035,,0.4799535274505615,0.12708181142807007,,0.6429370418190956,0.0,0.0,south,0.0,0.0,north Zhejiang,north Zhejiang,0.0,0.6666666666666666,False,False,0.0,accept,ctd_style,0.4992919470553277,False,south,0.0,0.0,False,False
calibration,57338992d058e614000b5cd8,How many restaurants does the island have?,over 70,over 70,['over 70'],['over 70'],over 70,['over 70'],True,1.0,1.0,"['French cuisine, West Indian cuisine, Creole cuisine, Italian cuisine and Asian cuisine are common in St. Barthélemy. The island has over 70 restaurants serving many dishes and others are a significant number of gourmet restaurants; many of the finest restaurants are located in the hotels. There are also a number of snack restaurants which the French call ""les snacks"" or ""les petits creux"" which include sandwiches, pizzas and salads. West Indian cuisine, steamed vegetables with fresh fish is common; Creole dishes tend to be spicier. The island hosts gastronomic events throughout the year, with dishes such as spring roll of shrimp and bacon, fresh grilled lobster, Chinese noodle salad with coconut milk, and grilled beef fillet etc.', 'Saint FM provided a local radio service for the island which was also available on internet radio and relayed in Ascension Island. The station was not government funded. It was launched in January 2005 and closed on 21 December 2012. It broadcast news, features and music in collaboration with its sister newspaper, the St Helena Independent (which continues).', 'Qado or lunch is often elaborate. Varieties of bariis (rice), the most popular probably being basmati, usually serve as the main dish. Spices like cumin, cardamom, cloves, cinnamon, and garden sage are used to aromatize these different rice delicacies. Somalis eat dinner as late as 9 pm. During Ramadan, supper is often served after Tarawih prayers; sometimes as late as 11 pm.']","[0.602091372013092, 0.3379500210285187, 0.3322778344154358]",0.602091372013092,0.801045686006546,0.5171817503869534,,0.602091372013092,0.03436350077390671,,0.64492052141577,1.0,1.0,over 70,1.0,1.0,over 70,over 70,1.0,1.0,False,False,0.0,accept,ctd_style,0.4989445124478883,False,over 70,1.0,1.0,False,False
calibration,57295d901d04691400779335,What is the largest athletic organisation in the country?,Deutscher Fußballbund,Deutscher Fußballbund,['Deutscher Fußballbund'],['Deutscher Fußballbund'],Deutscher Fußballbund,['German Football Federation'],True,1.0,1.0,"['Sport forms an integral part of German life, as demonstrated by the fact that 27 million Germans are members of a sports club and an additional twelve million pursue such an activity individually. Football is by far the most popular sport, and the German Football Federation (Deutscher Fußballbund) with more than 6.3 million members is the largest athletic organisation in the country. It also attracts the greatest audience, with hundreds of thousands of spectators attending Bundesliga matches and millions more watching on television.', ""The city's National Basketball Association teams are the Brooklyn Nets and the New York Knicks, while the New York Liberty is the city's Women's National Basketball Association. The first national college-level basketball championship, the National Invitation Tournament, was held in New York in 1938 and remains in the city. The city is well known for its links to basketball, which is played in nearly every park in the city by local youth, many of whom have gone on to play for major college programs and in the NBA."", ""The city is also well provided for in amateur men's and women's rugby with a number of teams in and around the city, the oldest of which is Trojans RFC who were promoted to London South West 2 division in 2008/9. A notable former player is Anthony Allen, who played with Leicester Tigers as a centre. Tottonians are also in London South West division 2 and Southampton RFC are in Hampshire division 1 in 2009/10, alongside Millbrook RFC and Eastleigh RFC. Many of the sides run mini and midi teams from under sevens up to under sixteens for both boys and girls.""]","[0.5423827171325684, 0.3710835874080658, 0.3079853057861328]",0.5423827171325684,0.7711913585662842,0.6679522693157196,,0.5423827171325684,0.3359045386314392,,0.7144098594784737,0.0,0.0,Deutscher Fußballbund,0.0,0.0,German Football Federation (Deutscher Fußballbund),German Football Federation (Deutscher Fußballbund),0.0,0.7499999999999999,False,False,0.0,escalate,ctd_style,0.5004481089974102,True,German Football Federation (Deutscher Fußballbund),0.0,0.7499999999999999,False,False
calibration,57281e1d4b864d19001644cf,What was the first country to be able to buy the new DualShock 3 in stores?,Japan,Japan,['Japan'],['Japan'],Japan,['Japan'],True,1.0,1.0,"['At its press conference at the 2007 Tokyo Game Show, Sony announced DualShock 3 (trademarked DUALSHOCK 3), a PlayStation 3 controller with the same function and design as Sixaxis, but with vibration capability included. Hands-on accounts describe the controller as being noticeably heavier than the standard Sixaxis controller and capable of vibration forces comparable to DualShock 2. It was released in Japan on November 11, 2007; in North America on April 5, 2008; in Australia on April 24, 2008; in New Zealand on May 9, 2008; in mainland Europe on July 2, 2008, and in the United Kingdom and Ireland on July 4, 2008.', ""The Macintosh SE was released at the same time as the Macintosh II for $2900 (or $3900 with hard drive), as the first compact Mac with a 20 MB internal hard drive and an expansion slot. The SE's expansion slot was located inside the case along with the CRT, potentially exposing an upgrader to high voltage. For this reason, Apple recommended users bring their SE to an authorized Apple dealer to have upgrades performed. The SE also updated Jerry Manock and Terry Oyama's original design and shared the Macintosh II's Snow White design language, as well as the new Apple Desktop Bus (ADB) mouse and keyboard that had first appeared on the Apple IIGS some months earlier."", 'The system was originally targeted for release in the spring of 1985, but the release date was pushed back. After test-marketing in the New York City area in late fall, retailers had reportedly stated the system ""failed miserably"".[contradictory] While others stated that Nintendo had an excellent nine-week market test in New York last fall Due to the moderate success launch in New York City, Nintendo tried a second time; the system was test-marketed further beginning in February 1986, with the nationwide release occurring in September 1986.']","[0.6169241666793823, 0.4044341742992401, 0.3601495027542114]",0.6169241666793823,0.8084620833396912,0.5755311846733093,,0.6169241666793823,0.15106236934661865,,0.6803500890731813,1.0,1.0,Japan,1.0,1.0,Australia,Australia,0.0,0.0,False,True,-1.0,accept,ctd_style,0.4995684198096606,False,Japan,1.0,1.0,False,False
calibration,5730f4a1497a881900248aa7,What is the arid measurement in Namibia?,300 to 500 mm,300 to 500 mm,['300 to 500 mm'],['300 to 500 mm'],300 to 500 mm,['150 to 300 mm'],True,1.0,1.0,"['Namibia extends from 17°S to 25°S: climatically the range of the sub-Tropical High Pressure Belt, arid is the overall climate description descending from the Sub-Humid (mean rain above 500 mm) through Semi-Arid between 300 and 500 mm (embracing most of the waterless Kalahari) and Arid from 150 to 300 mm (these three regions are inland from the western escarpment) to the Hyper-Arid coastal plain with less than a 100 mm mean. Temperature maxima are limited by the overall elevation of the entire region: only in the far south, Warmbad for instance, are mid-40 °C maxima recorded.', 'The South Saharan steppe and woodlands ecoregion is a narrow band running east and west between the hyper-arid Sahara and the Sahel savannas to the south. Movements of the equatorial Intertropical Convergence Zone (ITCZ) bring summer rains during July and August which average 100 to 200 mm (3.9 to 7.9 in) but vary greatly from year to year. These rains sustain summer pastures of grasses and herbs, with dry woodlands and shrublands along seasonal watercourses. This ecoregion covers 1,101,700 km2 (425,400 mi2) in Algeria, Chad, Mali, Mauritania, and Sudan.', ""In 1993, the newly formed government of Namibia received funding from the United States Agency for International Development (USAID) through its Living in a Finite Environment (LIFE) Project. The Ministry of Environment and Tourism with the financial support from organisations such as USAID, Endangered Wildlife Trust, WWF, and Canadian Ambassador's Fund, together form a Community Based Natural Resource Management (CBNRM) support structure. The main goal of this project is promote sustainable natural resource management by giving local communities rights to wildlife management and tourism.""]","[0.7058377265930176, 0.5216886401176453, 0.42034775018692017]",0.7058377265930176,0.8529188632965088,0.5413465201854706,,0.7058377265930176,0.08269304037094116,,0.6815540745854378,0.0,0.75,300 to 500 mm,0.0,0.75,150 to 300 mm,150 to 300 mm,1.0,1.0,True,False,1.0,accept,ctd_style,0.4993109529109838,False,300 to 500 mm,0.0,0.75,False,False
calibration,573075b12461fd1900a9ce27,When was Two Stars for Peace published?,2003,2003,['2003'],['2003'],2003,['2003'],True,1.0,1.0,"['Several websites assert that Israel is the 51st state due to the annual funding and defense support it receives from the United States. An example of this concept can be found in 2003 when Martine Rothblatt published a book called Two Stars for Peace that argued for the addition of Israel and the Palestinian territories surrounding it as the 51st state in the Union. The American State of Canaan, is a book published by Prof. Alfred de Grazia, political science and sociologist, in March 2009, proposing the creation of the 51st and 52nd states from Israel and the Palestinian territories.', ""In 1993, the league staged its first All-Star Game in Des Moines, Iowa, the future home of the long-running Iowa Barnstormers, as a fundraiser for flood victims in the area. The National Conference defeated the American Conference 64–40 in front of a crowd of 7,189. The second Allstar game was in Oct. 2013, with two games, the first in Honolulu, Hawai'i, the second being in Beijing, China."", 'Also in 2005, Spielberg directed a modern adaptation of War of the Worlds (a co-production of Paramount and DreamWorks), based on the H. G. Wells book of the same name (Spielberg had been a huge fan of the book and the original 1953 film). It starred Tom Cruise and Dakota Fanning, and, as with past Spielberg films, Industrial Light & Magic (ILM) provided the visual effects. Unlike E.T. and Close Encounters of the Third Kind, which depicted friendly alien visitors, War of the Worlds featured violent invaders. The film was another huge box office smash, grossing over $591 million worldwide.']","[0.4665856957435608, 0.2707844376564026, 0.24358688294887543]",0.4665856957435608,0.7332928478717804,0.5546887591481209,,0.4665856957435608,0.10937751829624176,,0.6350605990737677,1.0,1.0,2003,1.0,1.0,2003,2003,1.0,1.0,False,False,0.0,accept,ctd_style,0.4991849863574026,False,2003,1.0,1.0,False,False
calibration,573386274776f41900660c91,Why is there difficulty in defining process theology ?,process theologians are so diverse and transdisciplinary in their views and interests,process theologians are so diverse and transdisciplinary in their views and interests,['process theologians are so diverse and transdisciplinary in their views and interests'],['process theologians are so diverse and transdisciplinary in their views and interests'],process theologians are so diverse and transdisciplinary in their views and interests,['process theologians are so diverse and transdisciplinary in their views and interests'],True,1.0,1.0,"['In fact, process theology is difficult to define because process theologians are so diverse and transdisciplinary in their views and interests. John B. Cobb, Jr. is a process theologian who has also written books on biology and economics. Roland Faber and Catherine Keller integrate Whitehead with poststructuralist, postcolonialist, and feminist theory. Charles Birch was both a theologian and a geneticist. Franklin I. Gamwell writes on theology and political theory. In Syntheism - Creating God in The Internet Age, futurologists Alexander Bard and Jan Söderqvist repeatedly credit Whitehead for the process theology they see rising out of the participatory culture expected to dominate the digital era.', ""Luther's Small Catechism proved especially effective in helping parents teach their children; likewise the Larger Catechism was effective for pastors. Using the German vernacular, they expressed the Apostles' Creed in simpler, more personal, Trinitarian language. He rewrote each article of the Creed to express the character of the Father, the Son, or the Holy Spirit. Luther's goal was to enable the catechumens to see themselves as a personal object of the work of the three persons of the Trinity, each of which works in the catechumen's life. That is, Luther depicted the Trinity not as a doctrine to be learned, but as persons to be known. The Father creates, the Son redeems, and the Spirit sanctifies, a divine unity with separate personalities. Salvation originates with the Father and draws the believer to the Father. Luther's treatment of the Apostles' Creed must be understood in the context of the Decalogue (the Ten Commandments) and the Lord's Prayer, which are also part of the Lutheran catechical teaching."", 'The rediscovery of Aristotle\'s works–more than 3000 pages of it would eventually be translated –fuelled a spirit of inquiry into natural processes that had already begun to emerge in the 12th century. Some scholars believe that these works represented one of the most important document discoveries in Western intellectual history. Richard Dales, for instance, calls the discovery of Aristotle\'s works ""a turning point in the history of Western thought."" After Aristotle re-emerged, a community of scholars, primarily communicating in Latin, accelerated the process and practice of attempting to reconcile the thoughts of Greek antiquity, and especially ideas related to understanding the natural world, with those of the church. The efforts of this ""scholasticism"" were focused on applying Aristotelian logic and thoughts about natural processes to biblical passages and attempting to prove the viability of those passages through reason. This became the primary mission of lecturers, and the expectation of students.']","[0.6251848340034485, 0.3670247793197632, 0.35355862975120544]",0.6251848340034485,0.8125924170017242,0.8307992219924927,,0.6251848340034485,0.6615984439849854,,0.822606159746647,1.0,1.0,process theologians are so diverse and transdisciplinary in their views and interests,1.0,1.0,because process theologians are so diverse and transdisciplinary in their views and interests.,because process theologians are so diverse and transdisciplinary in their views and interests.,0.0,0.9600000000000001,False,True,-1.0,escalate,ctd_style,0.5022351960311283,True,because process theologians are so diverse and transdisciplinary in their views and interests.,0.0,0.9600000000000001,False,True
calibration,56e4756e8c00841900fbaf9c,What were the reactions to the idea that function should come before other concerns?,popularity,popularity,['popularity'],['popularity'],popularity,['both popularity and skepticism'],True,1.0,1.0,"['While the notion that structural and aesthetic considerations should be entirely subject to functionality was met with both popularity and skepticism, it had the effect of introducing the concept of ""function"" in place of Vitruvius\' ""utility"". ""Function"" came to be seen as encompassing all criteria of the use, perception and enjoyment of a building, not only practical but also aesthetic, psychological and cultural.', 'In 1926, Tesla commented on the ills of the social subservience of women and the struggle of women toward gender equality, and indicated that humanity\'s future would be run by ""Queen Bees."" He believed that women would become the dominant sex in the future.', ""Modern chemistry emerged from the sixteenth through the eighteenth centuries through the material practices and theories promoted by alchemy, medicine, manufacturing and mining. A decisive moment came when 'chymistry' was distinguished from alchemy by Robert Boyle in his work The Sceptical Chymist, in 1661; although the alchemical tradition continued for some time after his work. Other important steps included the gravimetric experimental practices of medical chemists like William Cullen, Joseph Black, Torbern Bergman and Pierre Macquer and through the work of Antoine Lavoisier (Father of Modern Chemistry) on oxygen and the law of conservation of mass, which refuted phlogiston theory. The theory that all matter is made of atoms, which are the smallest constituents of matter that cannot be broken down without losing the basic chemical and physical properties of that matter, was provided by John Dalton in 1803, although the question took a hundred years to settle as proven. Dalton also formulated the law of mass relationships. In 1869, Dmitri Mendeleev composed his periodic table of elements on the basis of Dalton's discoveries.""]","[0.5971571207046509, 0.3337373733520508, 0.31976035237312317]",0.5971571207046509,0.7985785603523254,0.510662006214261,,0.5971571207046509,0.02132401242852211,,0.6402244555763901,0.0,0.4,popularity,0.0,0.4,popularity,popularity,0.0,0.4,False,False,0.0,accept,ctd_style,0.4988711717551011,False,popularity,0.0,0.4,False,False
calibration,570e334b0b85d914000d7d3a,How prevalent is HIV among the 15-49 age group in Eritrea?,0.5%,5%,['0.5%'],['5%'],5%,['exceeds 2%'],True,1.0,1.0,"['However, Eritrea still faces many challenges. Despite number of physicians increasing from only 0.2 in 1993 to 0.5 in 2004 per 1000 population, this is still very low. Malaria and tuberculosis are common in Eritrea. HIV prevalence among the 15–49 group exceeds 2%. The fertility rate is at about 5 births per woman. Maternal mortality dropped by more than half from 1995 to 2002, although the figure is still high. Similarly, between 1995 and 2002, the number of births attended by skilled health personnel has doubled but still is only 28.3%. A major cause of death in neonates is by severe infection. Per capita expenditure on health is low in Eritrea.', 'Nigeria is home to a substantial network of organised crime, active especially in drug trafficking. Nigerian criminal groups are heavily involved in drug trafficking, shipping heroin from Asian countries to Europe and America; and cocaine from South America to Europe and South Africa. . The various Nigerian Confraternities or ""campus cults"" are active in both organised crime and in political violence as well as providing a network of corruption within Nigeria. As confraternities have extensive connections with political and military figures, they offer excellent alumni networking opportunities. The Supreme Vikings Confraternity, for example, boasts that twelve members of the Rivers State House of Assembly are cult members. On lower levels of society, there are the ""area boys"", organised gangs mostly active in Lagos who specialise in mugging and small-scale drug dealing. According to official statistics, gang violence in Lagos resulted in 273 civilians and 84 policemen killed in the period of August 2000 to May 2001.', 'There is usually an indication for a specific identification of an infectious agent only when such identification can aid in the treatment or prevention of the disease, or to advance knowledge of the course of an illness prior to the development of effective therapeutic or preventative measures. For example, in the early 1980s, prior to the appearance of AZT for the treatment of AIDS, the course of the disease was closely followed by monitoring the composition of patient blood samples, even though the outcome would not offer the patient any further treatment options. In part, these studies on the appearance of HIV in specific communities permitted the advancement of hypotheses as to the route of transmission of the virus. By understanding how the disease was transmitted, resources could be targeted to the communities at greatest risk in campaigns aimed at reducing the number of new infections. The specific serological diagnostic identification, and later genotypic or molecular identification, of HIV also enabled the development of hypotheses as to the temporal and geographical origins of the virus, as well as a myriad of other hypothesis. The development of molecular diagnostic tools have enabled physicians and researchers to monitor the efficacy of treatment with anti-retroviral drugs. Molecular diagnostics are now commonly used to identify HIV in healthy people long before the onset of illness and have been used to demonstrate the existence of people who are genetically resistant to HIV infection. Thus, while there still is no cure for AIDS, there is great therapeutic and predictive benefit to identifying the virus and monitoring the virus levels within the blood of infected individuals, both for the patient and for the community at large.']","[0.7154196500778198, 0.37724313139915466, 0.3403763771057129]",0.7154196500778198,0.8577098250389099,0.5601663291454315,,0.7154196500778198,0.12033265829086304,,0.6940609022974968,0.0,0.0,5%,0.0,0.0,2%,2%,0.0,0.6666666666666666,False,False,0.0,accept,ctd_style,0.4995174974961482,False,5%,0.0,0.0,False,False
calibration,57266bc1708984140094c572,When was the Treaty of Paris?,1763,1763,['1763'],['1763'],1763,['1763'],True,1.0,1.0,"[""The British and French struggles in India became but one theatre of the global Seven Years' War (1756–1763) involving France, Britain and the other major European powers. The signing of the Treaty of Paris (1763) had important consequences for the future of the British Empire. In North America, France's future as a colonial power there was effectively ended with the recognition of British claims to Rupert's Land, and the ceding of New France to Britain (leaving a sizeable French-speaking population under British control) and Louisiana to Spain. Spain ceded Florida to Britain. Along with its victory over France in India, the Seven Years' War therefore left Britain as the world's most powerful maritime power."", 'The Allies offered peace terms in the Frankfurt proposals in November 1813. Napoleon would remain as Emperor of France, but it would be reduced to its ""natural frontiers."" That meant that France could retain control of Belgium, Savoy and the Rhineland (the west bank of the Rhine River), while giving up control of all the rest, including all of Spain and the Netherlands, and most of Italy and Germany. Metternich told Napoleon these were the best terms the Allies were likely to offer; after further victories, the terms would be harsher and harsher. Metternich\'s motivation was to maintain France as a balance against Russian threats, while ending the highly destabilizing series of wars.', 'Consent is also invalid if it is given by a representative who ignored restrictions he is subject to by his sovereign during the negotiations, if the other parties to the treaty were notified of those restrictions prior to his signing.[citation needed]']","[0.5201596617698669, 0.4766896665096283, 0.36246374249458313]",0.5201596617698669,0.7600798308849335,0.6737193018198013,,0.5201596617698669,0.34743860363960266,,0.7125815398991109,1.0,1.0,1763,1.0,1.0,1763,1763,1.0,1.0,False,False,0.0,escalate,ctd_style,0.5004835475716636,True,1763,1.0,1.0,False,False
calibration,5727dae42ca10214002d981c,"What member of leadership at the Global Fund to Fight AIDS, Tuberculosis and Malaria called TB a ""pandemic""?",Mark Dybul,Mark Dybul,['Mark Dybul'],['Mark Dybul'],Mark Dybul,['Mark Dybul'],True,1.0,1.0,"['Slow progress has led to frustration, expressed by executive director of the Global Fund to Fight AIDS, Tuberculosis and Malaria – Mark Dybul: ""we have the tools to end TB as a pandemic and public health threat on the planet, but we are not doing it."" Several international organizations are pushing for more transparency in treatment, and more countries are implementing mandatory reporting of cases to the government, although adherence is often sketchy. Commercial treatment-providers may at times overprescribe second-line drugs as well as supplementary treatment, promoting demands for further regulations. The government of Brazil provides universal TB-care, which reduces this problem. Conversely, falling rates of TB-infection may not relate to the number of programs directed at reducing infection rates, but may be tied to increased level of education, income and health of the population. Costs of the disease, as calculated by the World Bank in 2009 may exceed 150 billion USD per year in ""high burden"" countries. Lack of progress eradicating the disease may also be due to lack of patient follow-up – as among the 250M rural migrants in China.', 'In Europe, rates of tuberculosis began to rise in the early 1600s to a peak level in the 1800s, when it caused nearly 25% of all deaths. By the 1950s, mortality had decreased nearly 90%. Improvements in public health began significantly reducing rates of tuberculosis even before the arrival of streptomycin and other antibiotics, although the disease remained a significant threat to public health such that when the Medical Research Council was formed in Britain in 1913, its initial focus was tuberculosis research.', 'The Tuvalu Government carried out assessments of the damage caused by Cyclone Pam to the islands and has provided medical aid, food as well as assistance for the cleaning-up of storm debris. Government and Non-Government Organisations provided assistance technical, funding and material support to Tuvalu to assist with recovery, including WHO, UNICEF, UNDP, OCHA, World Bank, DFAT, New Zealand Red Cross & IFRC, Fiji National University and governments of New Zealand, Netherlands, UAE, Taiwan and the United States.']","[0.5891506671905518, 0.45117104053497314, 0.38297778367996216]",0.5891506671905518,0.7945753335952759,0.5534574277698994,,0.5891506671905518,0.10691485553979874,,0.6619604853913188,1.0,1.0,Mark Dybul,1.0,1.0,Mark Dybul,Mark Dybul,1.0,1.0,False,False,0.0,accept,ctd_style,0.4993078579166022,False,Mark Dybul,1.0,1.0,False,False
calibration,570ffadea58dae1900cd67a4,When did the questioning of human sexual responses begin?,late nineteenth century,late nineteenth century,['late nineteenth century'],['late nineteenth century'],late nineteenth century,['From at least the late nineteenth century'],True,1.0,1.0,"[""From at least the late nineteenth century in Europe, there was speculation that the range of human sexual response looked more like a continuum than two or three discrete categories. Berlin sexologist Magnus Hirschfeld published a scheme in 1896 that measured the strength of an individual's sexual desire on two independent 10-point scales, A (homosexual) and B (heterosexual). A heterosexual individual may be A0, B5; a homosexual individual may be A5, B0; an asexual would be A0, B0; and someone with an intense attraction to both sexes would be A9, B9."", 'In 1926, Tesla commented on the ills of the social subservience of women and the struggle of women toward gender equality, and indicated that humanity\'s future would be run by ""Queen Bees."" He believed that women would become the dominant sex in the future.', 'Prior to the second world war, birth control was prohibited in many countries, and in the United States even the discussion of contraceptive methods sometimes led to prosecution under Comstock laws. The history of the development of oral contraceptives is thus closely tied to the birth control movement and the efforts of activists Margaret Sanger, Mary Dennett, and Emma Goldman. Based on fundamental research performed by Gregory Pincus and synthetic methods for progesterone developed by Carl Djerassi at Syntex and by Frank Colton at G.D. Searle & Co., the first oral contraceptive, Enovid, was developed by E.D. Searle and Co. and approved by the FDA in 1960. The original formulation incorporated vastly excessive doses of hormones, and caused severe side effects. Nonetheless, by 1962, 1.2 million American women were on the pill, and by 1965 the number had increased to 6.5 million. The availability of a convenient form of temporary contraceptive led to dramatic changes in social mores including expanding the range of lifestyle options available to women, reducing the reliance of women on men for contraceptive practice, encouraging the delay of marriage, and increasing pre-marital co-habitation.']","[0.4907503128051758, 0.34243065118789673, 0.3233241140842438]",0.4907503128051758,0.7453751564025879,0.6490796506404877,,0.4907503128051758,0.29815930128097534,,0.6924126282334329,0.0,0.6666666666666666,late nineteenth century,0.0,0.6666666666666666,late nineteenth century,late nineteenth century,0.0,0.6666666666666666,False,False,0.0,escalate,ctd_style,0.5001944604074178,True,late nineteenth century,0.0,0.6666666666666666,False,False
